	ÐÐºÅ	 µ¥´Ê	 ÀàÐÍ	 ¼ÇºÅÐÎÊ½
 	182	 ++	 ²Ù×÷·û	 < ++ ,->
 	182	 ]	 ·Ö¸ô·û	 < ] ,->
 	182	 =	 ²Ù×÷·û	 < assign-op ,->
 	182	 '\0'	 ×Ö·û´®	 < '\0' ,->
 	182	 ;	 ·Ö¸ô·û	 < ; ,->
 	183	 if	 ¹Ø¼ü×Ö	 < if ,->
	183	 (	 ·Ö¸ô·û	 < ( ,->
 	183	 strToken	 ±êÊ¶·û	 <id, 10 >
 	183	 [	 ·Ö¸ô·û	 < [ ,->
 	183	 0	 ³£Êý	 <num, 0 >
	183	 ]	 ·Ö¸ô·û	 < ] ,->
 	183	 !=	 ²Ù×÷·û	 < != ,->
 	183	 '\0'	 ×Ö·û´®	 < '\0' ,->
 	183	 )	 ·Ö¸ô·û	 < ) ,->
 	184	 fprintf	 ±êÊ¶·û	 <id, 32 >
 	184	 (	 ·Ö¸ô·û	 < ( ,->
 	184	 outfile	 ±êÊ¶·û	 <id, 9 >
 	184	 ,	 ·Ö¸ô·û	 < , ,->
 	184	 "%s      æ•°å­—\n"	 ×Ö·û´®	 < "%s      æ•°å­—\n" ,->
 	184	 ,	 ·Ö¸ô·û	 < , ,->
 	184	 strToken	 ±êÊ¶·û	 <id, 10 >
 	184	 )	 ·Ö¸ô·û	 < ) ,->
 	184	 ;	 ·Ö¸ô·û	 < ; ,->
 	185	 numberOfwords	 ±êÊ¶·û	 <id, 14 >
 	185	 ++	 ²Ù×÷·û	 < ++ ,->
 	185	 ;	 ·Ö¸ô·û	 < ; ,->
 	186	 GetBC	 ±êÊ¶·û	 <id, 20 >
 	186	 (	 ·Ö¸ô·û	 < ( ,->
 	186	 )	 ·Ö¸ô·û	 < ) ,->
 	186	 ;	 ·Ö¸ô·û	 < ; ,->
 	187	 }	 ·Ö¸ô·û	 < } ,->
 	190	 else	 ¹Ø¼ü×Ö	 < else ,->
	190	 if	 ¹Ø¼ü×Ö	 < if ,->
	190	 (	 ·Ö¸ô·û	 < ( ,->
 	190	 IsLetter	 ±êÊ¶·û	 <id, 22 >
 	190	 (	 ·Ö¸ô·û	 < ( ,->
 	190	 ch	 ±êÊ¶·û	 <id, 11 >
 	190	 )	 ·Ö¸ô·û	 < ) ,->
 	190	 )	 ·Ö¸ô·û	 < ) ,->
 	191	 {	 ·Ö¸ô·û	 < { ,->
 	192	 pos	 ±êÊ¶·û	 <id, 12 >
 	192	 =	 ²Ù×÷·û	 < assign-op ,->
 	192	 0	 ³£Êý	 <num, 0 >
	192	 ;	 ·Ö¸ô·û	 < ; ,->
 	193	 while	 ¹Ø¼ü×Ö	 < while ,->
	193	 (	 ·Ö¸ô·û	 < ( ,->
 	193	 IsLetter	 ±êÊ¶·û	 <id, 22 >
 	193	 (	 ·Ö¸ô·û	 < ( ,->
 	193	 ch	 ±êÊ¶·û	 <id, 11 >
 	193	 )	 ·Ö¸ô·û	 < ) ,->
 	193	 IsDigit	 ±êÊ¶·û	 <id, 23 >
 	193	 (	 ·Ö¸ô·û	 < ( ,->
 	193	 ch	 ±êÊ¶·û	 <id, 11 >
 	193	 )	 ·Ö¸ô·û	 < ) ,->
 	193	 ch	 ±êÊ¶·û	 <id, 11 >
 	193	 =	 ²Ù×÷·û	 < assign-op ,->
 	193	 =	 ²Ù×÷·û	 < assign-op ,->
 	193	 '_'	 ×Ö·û´®	 < '_' ,->
 	193	 )	 ·Ö¸ô·û	 < ) ,->
 	194	 {	 ·Ö¸ô·û	 < { ,->
 	195	 Concat	 ±êÊ¶·û	 <id, 21 >
 	195	 (	 ·Ö¸ô·û	 < ( ,->
 	195	 ch	 ±êÊ¶·û	 <id, 11 >
 	195	 )	 ·Ö¸ô·û	 < ) ,->
 	195	 ;	 ·Ö¸ô·û	 < ; ,->
 	196	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	196	 (	 ·Ö¸ô·û	 < ( ,->
 	196	 )	 ·Ö¸ô·û	 < ) ,->
 	196	 ;	 ·Ö¸ô·û	 < ; ,->
 	197	 }	 ·Ö¸ô·û	 < } ,->
 	198	 strToken	 ±êÊ¶·û	 <id, 10 >
 	198	 [	 ·Ö¸ô·û	 < [ ,->
 	198	 pos	 ±êÊ¶·û	 <id, 12 >
 	198	 ++	 ²Ù×÷·û	 < ++ ,->
 	198	 ]	 ·Ö¸ô·û	 < ] ,->
 	198	 =	 ²Ù×÷·û	 < assign-op ,->
 	198	 '\0'	 ×Ö·û´®	 < '\0' ,->
 	198	 ;	 ·Ö¸ô·û	 < ; ,->
 	199	 if	 ¹Ø¼ü×Ö	 < if ,->
	199	 (	 ·Ö¸ô·û	 < ( ,->
 	199	 KeyList	 ±êÊ¶·û	 <id, 26 >
 	199	 (	 ·Ö¸ô·û	 < ( ,->
 	199	 strToken	 ±êÊ¶·û	 <id, 10 >
 	199	 )	 ·Ö¸ô·û	 < ) ,->
 	199	 =	 ²Ù×÷·û	 < assign-op ,->
 	199	 =	 ²Ù×÷·û	 < assign-op ,->
 	199	 1	 ³£Êý	 <num, 1 >
	199	 )	 ·Ö¸ô·û	 < ) ,->
 	200	 fprintf	 ±êÊ¶·û	 <id, 32 >
 	200	 (	 ·Ö¸ô·û	 < ( ,->
 	200	 outfile	 ±êÊ¶·û	 <id, 9 >
 	200	 ,	 ·Ö¸ô·û	 < , ,->
 	200	 "%s      å…³é”®å­—\n"	 ×Ö·û´®	 < "%s      å…³é”®å­—\n" ,->
 	200	 ,	 ·Ö¸ô·û	 < , ,->
 	200	 strToken	 ±êÊ¶·û	 <id, 10 >
 	200	 )	 ·Ö¸ô·û	 < ) ,->
 	200	 ;	 ·Ö¸ô·û	 < ; ,->
 	201	 else	 ¹Ø¼ü×Ö	 < else ,->
	201	 fprintf	 ±êÊ¶·û	 <id, 32 >
 	201	 (	 ·Ö¸ô·û	 < ( ,->
 	201	 outfile	 ±êÊ¶·û	 <id, 9 >
 	201	 ,	 ·Ö¸ô·û	 < , ,->
 	201	 "%s      æ ‡è¯†ç¬¦\n"	 ×Ö·û´®	 < "%s      æ ‡è¯†ç¬¦\n" ,->
 	201	 ,	 ·Ö¸ô·û	 < , ,->
 	201	 strToken	 ±êÊ¶·û	 <id, 10 >
 	201	 )	 ·Ö¸ô·û	 < ) ,->
 	201	 ;	 ·Ö¸ô·û	 < ; ,->
 	203	 numberOfwords	 ±êÊ¶·û	 <id, 14 >
 	203	 ++	 ²Ù×÷·û	 < ++ ,->
 	203	 ;	 ·Ö¸ô·û	 < ; ,->
 	204	 GetBC	 ±êÊ¶·û	 <id, 20 >
 	204	 (	 ·Ö¸ô·û	 < ( ,->
 	204	 )	 ·Ö¸ô·û	 < ) ,->
 	204	 ;	 ·Ö¸ô·û	 < ; ,->
 	205	 }	 ·Ö¸ô·û	 < } ,->
 	209	 else	 ¹Ø¼ü×Ö	 < else ,->
	209	 if	 ¹Ø¼ü×Ö	 < if ,->
	209	 (	 ·Ö¸ô·û	 < ( ,->
 	209	 ch	 ±êÊ¶·û	 <id, 11 >
 	209	 =	 ²Ù×÷·û	 < assign-op ,->
 	209	 =	 ²Ù×÷·û	 < assign-op ,->
 	209	 '+'	 ×Ö·û´®	 < '+' ,->
 	209	 )	 ·Ö¸ô·û	 < ) ,->
 	210	 {	 ·Ö¸ô·û	 < { ,->
 	211	 pos	 ±êÊ¶·û	 <id, 12 >
 	211	 =	 ²Ù×÷·û	 < assign-op ,->
 	211	 0	 ³£Êý	 <num, 0 >
	211	 ;	 ·Ö¸ô·û	 < ; ,->
 	212	 Concat	 ±êÊ¶·û	 <id, 21 >
 	212	 (	 ·Ö¸ô·û	 < ( ,->
 	212	 ch	 ±êÊ¶·û	 <id, 11 >
 	212	 )	 ·Ö¸ô·û	 < ) ,->
 	212	 ;	 ·Ö¸ô·û	 < ; ,->
 	213	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	213	 (	 ·Ö¸ô·û	 < ( ,->
 	213	 )	 ·Ö¸ô·û	 < ) ,->
 	213	 ;	 ·Ö¸ô·û	 < ; ,->
 	214	 if	 ¹Ø¼ü×Ö	 < if ,->
	214	 (	 ·Ö¸ô·û	 < ( ,->
 	214	 ch	 ±êÊ¶·û	 <id, 11 >
 	214	 =	 ²Ù×÷·û	 < assign-op ,->
 	214	 =	 ²Ù×÷·û	 < assign-op ,->
 	214	 '+'	 ×Ö·û´®	 < '+' ,->
 	214	 ch	 ±êÊ¶·û	 <id, 11 >
 	214	 =	 ²Ù×÷·û	 < assign-op ,->
 	214	 =	 ²Ù×÷·û	 < assign-op ,->
 	214	 '='	 ×Ö·û´®	 < '=' ,->
 	214	 )	 ·Ö¸ô·û	 < ) ,->
 	215	 {	 ·Ö¸ô·û	 < { ,->
 	216	 Concat	 ±êÊ¶·û	 <id, 21 >
 	216	 (	 ·Ö¸ô·û	 < ( ,->
 	216	 ch	 ±êÊ¶·û	 <id, 11 >
 	216	 )	 ·Ö¸ô·û	 < ) ,->
 	216	 ;	 ·Ö¸ô·û	 < ; ,->
 	217	 strToken	 ±êÊ¶·û	 <id, 10 >
 	217	 [	 ·Ö¸ô·û	 < [ ,->
 	217	 pos	 ±êÊ¶·û	 <id, 12 >
 	217	 ++	 ²Ù×÷·û	 < ++ ,->
 	217	 ]	 ·Ö¸ô·û	 < ] ,->
 	217	 =	 ²Ù×÷·û	 < assign-op ,->
 	217	 '\0'	 ×Ö·û´®	 < '\0' ,->
 	217	 ;	 ·Ö¸ô·û	 < ; ,->
 	218	 fprintf	 ±êÊ¶·û	 <id, 32 >
 	218	 (	 ·Ö¸ô·û	 < ( ,->
 	218	 outfile	 ±êÊ¶·û	 <id, 9 >
 	218	 ,	 ·Ö¸ô·û	 < , ,->
 	218	 "%s      è¿ç®—ç¬¦\n"	 ×Ö·û´®	 < "%s      è¿ç®—ç¬¦\n" ,->
 	218	 ,	 ·Ö¸ô·û	 < , ,->
 	218	 strToken	 ±êÊ¶·û	 <id, 10 >
 	218	 )	 ·Ö¸ô·û	 < ) ,->
 	218	 ;	 ·Ö¸ô·û	 < ; ,->
 	219	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	219	 (	 ·Ö¸ô·û	 < ( ,->
 	219	 )	 ·Ö¸ô·û	 < ) ,->
 	219	 ;	 ·Ö¸ô·û	 < ; ,->
 	220	 GetBC	 ±êÊ¶·û	 <id, 20 >
 	220	 (	 ·Ö¸ô·û	 < ( ,->
 	220	 )	 ·Ö¸ô·û	 < ) ,->
 	220	 ;	 ·Ö¸ô·û	 < ; ,->
 	221	 }	 ·Ö¸ô·û	 < } ,->
 	222	 else	 ¹Ø¼ü×Ö	 < else ,->
	223	 {	 ·Ö¸ô·û	 < { ,->
 	224	 strToken	 ±êÊ¶·û	 <id, 10 >
 	224	 [	 ·Ö¸ô·û	 < [ ,->
 	224	 pos	 ±êÊ¶·û	 <id, 12 >
 	224	 ++	 ²Ù×÷·û	 < ++ ,->
 	224	 ]	 ·Ö¸ô·û	 < ] ,->
 	224	 =	 ²Ù×÷·û	 < assign-op ,->
 	224	 '\0'	 ×Ö·û´®	 < '\0' ,->
 	224	 ;	 ·Ö¸ô·û	 < ; ,->
 	225	 fprintf	 ±êÊ¶·û	 <id, 32 >
 	225	 (	 ·Ö¸ô·û	 < ( ,->
 	225	 outfile	 ±êÊ¶·û	 <id, 9 >
 	225	 ,	 ·Ö¸ô·û	 < , ,->
 	225	 "%s      è¿ç®—ç¬¦\n"	 ×Ö·û´®	 < "%s      è¿ç®—ç¬¦\n" ,->
 	225	 ,	 ·Ö¸ô·û	 < , ,->
 	225	 strToken	 ±êÊ¶·û	 <id, 10 >
 	225	 )	 ·Ö¸ô·û	 < ) ,->
 	225	 ;	 ·Ö¸ô·û	 < ; ,->
 	226	 GetBC	 ±êÊ¶·û	 <id, 20 >
 	226	 (	 ·Ö¸ô·û	 < ( ,->
 	226	 )	 ·Ö¸ô·û	 < ) ,->
 	226	 ;	 ·Ö¸ô·û	 < ; ,->
 	227	 }	 ·Ö¸ô·û	 < } ,->
 	228	 }	 ·Ö¸ô·û	 < } ,->
 	230	 else	 ¹Ø¼ü×Ö	 < else ,->
	230	 if	 ¹Ø¼ü×Ö	 < if ,->
	230	 (	 ·Ö¸ô·û	 < ( ,->
 	230	 ch	 ±êÊ¶·û	 <id, 11 >
 	230	 =	 ²Ù×÷·û	 < assign-op ,->
 	230	 =	 ²Ù×÷·û	 < assign-op ,->
 	230	 '-'	 ×Ö·û´®	 < '-' ,->
 	230	 )	 ·Ö¸ô·û	 < ) ,->
 	231	 {	 ·Ö¸ô·û	 < { ,->
 	232	 pos	 ±êÊ¶·û	 <id, 12 >
 	232	 =	 ²Ù×÷·û	 < assign-op ,->
 	232	 0	 ³£Êý	 <num, 0 >
	232	 ;	 ·Ö¸ô·û	 < ; ,->
 	233	 Concat	 ±êÊ¶·û	 <id, 21 >
 	233	 (	 ·Ö¸ô·û	 < ( ,->
 	233	 ch	 ±êÊ¶·û	 <id, 11 >
 	233	 )	 ·Ö¸ô·û	 < ) ,->
 	233	 ;	 ·Ö¸ô·û	 < ; ,->
 	234	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	234	 (	 ·Ö¸ô·û	 < ( ,->
 	234	 )	 ·Ö¸ô·û	 < ) ,->
 	234	 ;	 ·Ö¸ô·û	 < ; ,->
 	235	 if	 ¹Ø¼ü×Ö	 < if ,->
	235	 (	 ·Ö¸ô·û	 < ( ,->
 	235	 ch	 ±êÊ¶·û	 <id, 11 >
 	235	 =	 ²Ù×÷·û	 < assign-op ,->
 	235	 =	 ²Ù×÷·û	 < assign-op ,->
 	235	 '-'	 ×Ö·û´®	 < '-' ,->
 	235	 ch	 ±êÊ¶·û	 <id, 11 >
 	235	 =	 ²Ù×÷·û	 < assign-op ,->
 	235	 =	 ²Ù×÷·û	 < assign-op ,->
 	235	 '='	 ×Ö·û´®	 < '=' ,->
 	235	 )	 ·Ö¸ô·û	 < ) ,->
 	236	 {	 ·Ö¸ô·û	 < { ,->
 	237	 Concat	 ±êÊ¶·û	 <id, 21 >
 	237	 (	 ·Ö¸ô·û	 < ( ,->
 	237	 ch	 ±êÊ¶·û	 <id, 11 >
 	237	 )	 ·Ö¸ô·û	 < ) ,->
 	237	 ;	 ·Ö¸ô·û	 < ; ,->
 	238	 strToken	 ±êÊ¶·û	 <id, 10 >
 	238	 [	 ·Ö¸ô·û	 < [ ,->
 	238	 pos	 ±êÊ¶·û	 <id, 12 >
 	238	 ++	 ²Ù×÷·û	 < ++ ,->
 	238	 ]	 ·Ö¸ô·û	 < ] ,->
 	238	 =	 ²Ù×÷·û	 < assign-op ,->
 	238	 '\0'	 ×Ö·û´®	 < '\0' ,->
 	238	 ;	 ·Ö¸ô·û	 < ; ,->
 	239	 fprintf	 ±êÊ¶·û	 <id, 32 >
 	239	 (	 ·Ö¸ô·û	 < ( ,->
 	239	 outfile	 ±êÊ¶·û	 <id, 9 >
 	239	 ,	 ·Ö¸ô·û	 < , ,->
 	239	 "%s      è¿ç®—ç¬¦\n"	 ×Ö·û´®	 < "%s      è¿ç®—ç¬¦\n" ,->
 	239	 ,	 ·Ö¸ô·û	 < , ,->
 	239	 strToken	 ±êÊ¶·û	 <id, 10 >
 	239	 )	 ·Ö¸ô·û	 < ) ,->
 	239	 ;	 ·Ö¸ô·û	 < ; ,->
 	240	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	240	 (	 ·Ö¸ô·û	 < ( ,->
 	240	 )	 ·Ö¸ô·û	 < ) ,->
 	240	 ;	 ·Ö¸ô·û	 < ; ,->
 	241	 GetBC	 ±êÊ¶·û	 <id, 20 >
 	241	 (	 ·Ö¸ô·û	 < ( ,->
 	241	 )	 ·Ö¸ô·û	 < ) ,->
 	241	 ;	 ·Ö¸ô·û	 < ; ,->
 	242	 }	 ·Ö¸ô·û	 < } ,->
 	243	 else	 ¹Ø¼ü×Ö	 < else ,->
	244	 {	 ·Ö¸ô·û	 < { ,->
 	245	 strToken	 ±êÊ¶·û	 <id, 10 >
 	245	 [	 ·Ö¸ô·û	 < [ ,->
 	245	 pos	 ±êÊ¶·û	 <id, 12 >
 	245	 ++	 ²Ù×÷·û	 < ++ ,->
 	245	 ]	 ·Ö¸ô·û	 < ] ,->
 	245	 =	 ²Ù×÷·û	 < assign-op ,->
 	245	 '\0'	 ×Ö·û´®	 < '\0' ,->
 	245	 ;	 ·Ö¸ô·û	 < ; ,->
 	246	 fprintf	 ±êÊ¶·û	 <id, 32 >
 	246	 (	 ·Ö¸ô·û	 < ( ,->
 	246	 outfile	 ±êÊ¶·û	 <id, 9 >
 	246	 ,	 ·Ö¸ô·û	 < , ,->
 	246	 "%s      è¿ç®—ç¬¦\n"	 ×Ö·û´®	 < "%s      è¿ç®—ç¬¦\n" ,->
 	246	 ,	 ·Ö¸ô·û	 < , ,->
 	246	 strToken	 ±êÊ¶·û	 <id, 10 >
 	246	 )	 ·Ö¸ô·û	 < ) ,->
 	246	 ;	 ·Ö¸ô·û	 < ; ,->
 	247	 GetBC	 ±êÊ¶·û	 <id, 20 >
 	247	 (	 ·Ö¸ô·û	 < ( ,->
 	247	 )	 ·Ö¸ô·û	 < ) ,->
 	247	 ;	 ·Ö¸ô·û	 < ; ,->
 	248	 }	 ·Ö¸ô·û	 < } ,->
 	249	 }	 ·Ö¸ô·û	 < } ,->
 	251	 else	 ¹Ø¼ü×Ö	 < else ,->
	251	 if	 ¹Ø¼ü×Ö	 < if ,->
	251	 (	 ·Ö¸ô·û	 < ( ,->
 	251	 ch	 ±êÊ¶·û	 <id, 11 >
 	251	 =	 ²Ù×÷·û	 < assign-op ,->
 	251	 =	 ²Ù×÷·û	 < assign-op ,->
 	251	 '*'	 ×Ö·û´®	 < '*' ,->
 	251	 ch	 ±êÊ¶·û	 <id, 11 >
 	251	 =	 ²Ù×÷·û	 < assign-op ,->
 	251	 =	 ²Ù×÷·û	 < assign-op ,->
 	251	 '%'	 ×Ö·û´®	 < '%' ,->
 	251	 ch	 ±êÊ¶·û	 <id, 11 >
 	251	 =	 ²Ù×÷·û	 < assign-op ,->
 	251	 =	 ²Ù×÷·û	 < assign-op ,->
 	251	 '!'	 ×Ö·û´®	 < '!' ,->
 	251	 ch	 ±êÊ¶·û	 <id, 11 >
 	251	 =	 ²Ù×÷·û	 < assign-op ,->
 	251	 =	 ²Ù×÷·û	 < assign-op ,->
 	251	 '>'	 ×Ö·û´®	 < '>' ,->
 	251	 ch	 ±êÊ¶·û	 <id, 11 >
 	251	 =	 ²Ù×÷·û	 < assign-op ,->
 	251	 =	 ²Ù×÷·û	 < assign-op ,->
 	251	 '<'	 ×Ö·û´®	 < '<' ,->
 	251	 ch	 ±êÊ¶·û	 <id, 11 >
 	251	 =	 ²Ù×÷·û	 < assign-op ,->
 	251	 =	 ²Ù×÷·û	 < assign-op ,->
 	251	 '='	 ×Ö·û´®	 < '=' ,->
 	251	 )	 ·Ö¸ô·û	 < ) ,->
 	253	 {	 ·Ö¸ô·û	 < { ,->
 	254	 pos	 ±êÊ¶·û	 <id, 12 >
 	254	 =	 ²Ù×÷·û	 < assign-op ,->
 	254	 0	 ³£Êý	 <num, 0 >
	254	 ;	 ·Ö¸ô·û	 < ; ,->
 	255	 Concat	 ±êÊ¶·û	 <id, 21 >
 	255	 (	 ·Ö¸ô·û	 < ( ,->
 	255	 ch	 ±êÊ¶·û	 <id, 11 >
 	255	 )	 ·Ö¸ô·û	 < ) ,->
 	255	 ;	 ·Ö¸ô·û	 < ; ,->
 	256	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	256	 (	 ·Ö¸ô·û	 < ( ,->
 	256	 )	 ·Ö¸ô·û	 < ) ,->
 	256	 ;	 ·Ö¸ô·û	 < ; ,->
 	257	 if	 ¹Ø¼ü×Ö	 < if ,->
	257	 (	 ·Ö¸ô·û	 < ( ,->
 	257	 ch	 ±êÊ¶·û	 <id, 11 >
 	257	 =	 ²Ù×÷·û	 < assign-op ,->
 	257	 =	 ²Ù×÷·û	 < assign-op ,->
 	257	 '='	 ×Ö·û´®	 < '=' ,->
 	257	 )	 ·Ö¸ô·û	 < ) ,->
 	258	 {	 ·Ö¸ô·û	 < { ,->
 	259	 Concat	 ±êÊ¶·û	 <id, 21 >
 	259	 (	 ·Ö¸ô·û	 < ( ,->
 	259	 ch	 ±êÊ¶·û	 <id, 11 >
 	259	 )	 ·Ö¸ô·û	 < ) ,->
 	259	 ;	 ·Ö¸ô·û	 < ; ,->
 	260	 strToken	 ±êÊ¶·û	 <id, 10 >
 	260	 [	 ·Ö¸ô·û	 < [ ,->
 	260	 pos	 ±êÊ¶·û	 <id, 12 >
 	260	 ++	 ²Ù×÷·û	 < ++ ,->
 	260	 ]	 ·Ö¸ô·û	 < ] ,->
 	260	 =	 ²Ù×÷·û	 < assign-op ,->
 	260	 '\0'	 ×Ö·û´®	 < '\0' ,->
 	260	 ;	 ·Ö¸ô·û	 < ; ,->
 	261	 fprintf	 ±êÊ¶·û	 <id, 32 >
 	261	 (	 ·Ö¸ô·û	 < ( ,->
 	261	 outfile	 ±êÊ¶·û	 <id, 9 >
 	261	 ,	 ·Ö¸ô·û	 < , ,->
 	261	 "%s      è¿ç®—ç¬¦\n"	 ×Ö·û´®	 < "%s      è¿ç®—ç¬¦\n" ,->
 	261	 ,	 ·Ö¸ô·û	 < , ,->
 	261	 strToken	 ±êÊ¶·û	 <id, 10 >
 	261	 )	 ·Ö¸ô·û	 < ) ,->
 	261	 ;	 ·Ö¸ô·û	 < ; ,->
 	262	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	262	 (	 ·Ö¸ô·û	 < ( ,->
 	262	 )	 ·Ö¸ô·û	 < ) ,->
 	262	 ;	 ·Ö¸ô·û	 < ; ,->
 	263	 GetBC	 ±êÊ¶·û	 <id, 20 >
 	263	 (	 ·Ö¸ô·û	 < ( ,->
 	263	 )	 ·Ö¸ô·û	 < ) ,->
 	263	 ;	 ·Ö¸ô·û	 < ; ,->
 	264	 }	 ·Ö¸ô·û	 < } ,->
 	265	 else	 ¹Ø¼ü×Ö	 < else ,->
	266	 {	 ·Ö¸ô·û	 < { ,->
 	267	 strToken	 ±êÊ¶·û	 <id, 10 >
 	267	 [	 ·Ö¸ô·û	 < [ ,->
 	267	 pos	 ±êÊ¶·û	 <id, 12 >
 	267	 ++	 ²Ù×÷·û	 < ++ ,->
 	267	 ]	 ·Ö¸ô·û	 < ] ,->
 	267	 =	 ²Ù×÷·û	 < assign-op ,->
 	267	 '\0'	 ×Ö·û´®	 < '\0' ,->
 	267	 ;	 ·Ö¸ô·û	 < ; ,->
 	268	 fprintf	 ±êÊ¶·û	 <id, 32 >
 	268	 (	 ·Ö¸ô·û	 < ( ,->
 	268	 outfile	 ±êÊ¶·û	 <id, 9 >
 	268	 ,	 ·Ö¸ô·û	 < , ,->
 	268	 "%s      è¿ç®—ç¬¦\n"	 ×Ö·û´®	 < "%s      è¿ç®—ç¬¦\n" ,->
 	268	 ,	 ·Ö¸ô·û	 < , ,->
 	268	 strToken	 ±êÊ¶·û	 <id, 10 >
 	268	 )	 ·Ö¸ô·û	 < ) ,->
 	268	 ;	 ·Ö¸ô·û	 < ; ,->
 	269	 GetBC	 ±êÊ¶·û	 <id, 20 >
 	269	 (	 ·Ö¸ô·û	 < ( ,->
 	269	 )	 ·Ö¸ô·û	 < ) ,->
 	269	 ;	 ·Ö¸ô·û	 < ; ,->
 	270	 }	 ·Ö¸ô·û	 < } ,->
 	271	 }	 ·Ö¸ô·û	 < } ,->
 	273	 else	 ¹Ø¼ü×Ö	 < else ,->
	273	 if	 ¹Ø¼ü×Ö	 < if ,->
	273	 (	 ·Ö¸ô·û	 < ( ,->
 	273	 ch	 ±êÊ¶·û	 <id, 11 >
 	273	 =	 ²Ù×÷·û	 < assign-op ,->
 	273	 =	 ²Ù×÷·û	 < assign-op ,->
 	273	 '&'	 ×Ö·û´®	 < '&' ,->
 	273	 )	 ·Ö¸ô·û	 < ) ,->
 	274	 {	 ·Ö¸ô·û	 < { ,->
 	275	 pos	 ±êÊ¶·û	 <id, 12 >
 	275	 =	 ²Ù×÷·û	 < assign-op ,->
 	275	 0	 ³£Êý	 <num, 0 >
	275	 ;	 ·Ö¸ô·û	 < ; ,->
 	276	 Concat	 ±êÊ¶·û	 <id, 21 >
 	276	 (	 ·Ö¸ô·û	 < ( ,->
 	276	 ch	 ±êÊ¶·û	 <id, 11 >
 	276	 )	 ·Ö¸ô·û	 < ) ,->
 	276	 ;	 ·Ö¸ô·û	 < ; ,->
 	277	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	277	 (	 ·Ö¸ô·û	 < ( ,->
 	277	 )	 ·Ö¸ô·û	 < ) ,->
 	277	 ;	 ·Ö¸ô·û	 < ; ,->
 	278	 if	 ¹Ø¼ü×Ö	 < if ,->
	278	 (	 ·Ö¸ô·û	 < ( ,->
 	278	 ch	 ±êÊ¶·û	 <id, 11 >
 	278	 =	 ²Ù×÷·û	 < assign-op ,->
 	278	 =	 ²Ù×÷·û	 < assign-op ,->
 	278	 '&'	 ×Ö·û´®	 < '&' ,->
 	278	 )	 ·Ö¸ô·û	 < ) ,->
 	279	 {	 ·Ö¸ô·û	 < { ,->
 	280	 Concat	 ±êÊ¶·û	 <id, 21 >
 	280	 (	 ·Ö¸ô·û	 < ( ,->
 	280	 ch	 ±êÊ¶·û	 <id, 11 >
 	280	 )	 ·Ö¸ô·û	 < ) ,->
 	280	 ;	 ·Ö¸ô·û	 < ; ,->
 	281	 strToken	 ±êÊ¶·û	 <id, 10 >
 	281	 [	 ·Ö¸ô·û	 < [ ,->
 	281	 pos	 ±êÊ¶·û	 <id, 12 >
 	281	 ++	 ²Ù×÷·û	 < ++ ,->
 	281	 ]	 ·Ö¸ô·û	 < ] ,->
 	281	 =	 ²Ù×÷·û	 < assign-op ,->
 	281	 '\0'	 ×Ö·û´®	 < '\0' ,->
 	281	 ;	 ·Ö¸ô·û	 < ; ,->
 	282	 fprintf	 ±êÊ¶·û	 <id, 32 >
 	282	 (	 ·Ö¸ô·û	 < ( ,->
 	282	 outfile	 ±êÊ¶·û	 <id, 9 >
 	282	 ,	 ·Ö¸ô·û	 < , ,->
 	282	 "%s      è¿ç®—ç¬¦\n"	 ×Ö·û´®	 < "%s      è¿ç®—ç¬¦\n" ,->
 	282	 ,	 ·Ö¸ô·û	 < , ,->
 	282	 strToken	 ±êÊ¶·û	 <id, 10 >
 	282	 )	 ·Ö¸ô·û	 < ) ,->
 	282	 ;	 ·Ö¸ô·û	 < ; ,->
 	283	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	283	 (	 ·Ö¸ô·û	 < ( ,->
 	283	 )	 ·Ö¸ô·û	 < ) ,->
 	283	 ;	 ·Ö¸ô·û	 < ; ,->
 	284	 GetBC	 ±êÊ¶·û	 <id, 20 >
 	284	 (	 ·Ö¸ô·û	 < ( ,->
 	284	 )	 ·Ö¸ô·û	 < ) ,->
 	284	 ;	 ·Ö¸ô·û	 < ; ,->
 	285	 }	 ·Ö¸ô·û	 < } ,->
 	286	 else	 ¹Ø¼ü×Ö	 < else ,->
	287	 {	 ·Ö¸ô·û	 < { ,->
 	288	 printf	 ±êÊ¶·û	 <id, 19 >
 	288	 (	 ·Ö¸ô·û	 < ( ,->
 	288	 "ç¬¬%dè¡Œæœ‰éžæ³•å­—ç¬¦ï¼ç»§ç»­åˆ†æž......\n"	 ×Ö·û´®	 < "ç¬¬%dè¡Œæœ‰éžæ³•å­—ç¬¦ï¼ç»§ç»­åˆ†æž......\n" ,->
 	288	 ,	 ·Ö¸ô·û	 < , ,->
 	288	 numberOflines	 ±êÊ¶·û	 <id, 13 >
